animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
398307,PAAAG1140317012,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,SMALL,黑黃色,CHILD,F,F,,,OPEN,,,2025-04-02,2999-12-31,2025/03/26,2025/03/17,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1742356121176.png,,2025/03/26,澎湖縣馬公市烏崁里260、261號,06-9213559
398289,HAAAG1140318C2,12,70,南投縣公立動物收容所,貓,混種貓                 ,F,SMALL,虎斑色,ADULT,T,F,虎山一巷,,OPEN,,,2025-03-24,2999-12-31,2025/03/26,2025/03/18,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1742348748085.png,,2025/03/26,南投縣南投市嶺興路36-1號,049-2225440
397128,W14C0310-01,16,73,臺南市動物之家灣裡站,貓,混種貓                 ,F,MEDIUM,黃白色,ADULT,T,F,二王路30巷9號,,OPEN,,,2025-03-25,2999-12-31,2025/03/25,2025/03/10,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741658151077.png,,2025/03/25,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
308585,112051707,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,黑色,CHILD,T,F,清白里成功路四段,,OPEN,,,2023-07-10,2999-12-31,2025/03/25,2023/05/17,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1684306152360.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
368393,VAAAG113080204,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,T,F,綠堤里 長順街,,OPEN,右耳切割傷，頭傷，泌乳中。,,2024-08-25,2999-12-31,2025/03/25,2024/08/02,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1722820404546.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
349792,VAAAG113031203,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,虎斑白色,ADULT,T,F,萬年里汀州路四段(原捕捉地點:陽明山國家公園內),,OPEN,,,2024-03-24,2999-12-31,2025/03/25,2024/03/12,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1710289802106.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
388222,VAAAG113122904,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黃白色,ADULT,T,F,延平北路八段2巷200弄,,OPEN,,,2025-01-26,2999-12-31,2025/03/25,2024/12/29,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1735538229895.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
389389,VAAAG114010707,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,虎斑白色,ADULT,T,F,至善路三段３７０巷,,OPEN,,,2025-02-02,2999-12-31,2025/03/25,2025/01/07,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1736233912833.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
367044,VAAAG113071902,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黑白色,ADULT,T,F,東華里立農街二段,,OPEN,左剪耳。無睪丸，113.7.27 開放認養,,2024-07-27,2999-12-31,2025/03/25,2024/07/19,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1721612535667.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
311433,112060401,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,,ADULT,T,F,松隆里 松山路,,OPEN,,,2023-06-11,2999-12-31,2025/03/25,2023/06/04,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1685963202788.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
252883,111042803,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,黑黃色,ADULT,T,F,港華街,,OPEN,,,2022-05-29,2999-12-31,2025/03/25,2022/04/28,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1680000109096.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
335011,VAAAG112111706,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黃白色,ADULT,T,F,樂康里 康樂街136巷15弄,,OPEN,左剪耳、無睪丸。112.11.25開放認養。,,2023-11-25,2999-12-31,2025/03/25,2023/11/17,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1700206899866.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
305180,112042506,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,黃白色,ADULT,T,F,新生南路一段,,OPEN,202304196,,2023-07-10,2999-12-31,2025/03/25,2023/04/25,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1682409706934.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
345423,VAAAG113020204,2,49,臺北市動物之家,貓,混種貓                 ,F,SMALL,虎斑白色,ADULT,T,F,永福里仰德大道二段４１巷１２弄,,OPEN,,,2024-02-18,2999-12-31,2025/03/25,2024/02/02,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1706854506439.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
305723,112042805,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,黑黃色,ADULT,T,F,興隆路二段９６巷,,OPEN,右剪耳，202304323，112.5.6 開放認養,,2023-05-06,2999-12-31,2025/03/25,2023/04/28,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1682665995001.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
388820,VAAAG114010311,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,黑白色,ADULT,T,F,,,OPEN,,,2025-01-03,2999-12-31,2025/03/25,2025/01/03,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1735892200990.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
285027,111112801,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,黑白色,ADULT,T,F,中心里珠海路,,OPEN,,,2023-02-11,2999-12-31,2025/03/25,2022/11/28,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1669618137666.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
336055,VAAAG112112404,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,虎斑白色,ADULT,T,F,江山里龍江路(原救援地:松山區民有里敦化北路２２２巷),,OPEN,左前肢骨折,,2024-02-24,2999-12-31,2025/03/25,2023/11/24,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1700810478042.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
382351,VAAAG113111403,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,虎斑色,ADULT,T,F,金龍路,,OPEN,右耳傷,,2024-12-15,2999-12-31,2025/03/25,2024/11/14,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1731639620258.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
373228,VAAAG113090702,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黑色,ADULT,T,F,中央里北投路一段８７巷,,OPEN,左剪耳，口鼻出血，送醫治療中。,,2024-09-15,2999-12-31,2025/03/25,2024/09/07,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1725847612319.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
383161,VAAAG113112002,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,T,F,大業路,,OPEN,,,2024-12-22,2999-12-31,2025/03/25,2024/11/20,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1732087839461.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
360896,VAAAG113060403,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,黑虎斑色,ADULT,T,F,劍潭里通北街,,OPEN,右剪耳,,2024-06-13,2999-12-31,2025/03/25,2024/06/04,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1717558361255.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
318874,VAAAG112073103,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黑色,ADULT,T,F,舊莊里舊莊街一段,,OPEN,,,2023-08-14,2999-12-31,2025/03/25,2023/07/31,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1690786149677.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
346107,VAAAG113021502,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,虎斑色,ADULT,T,F,新光里昆陽街,,OPEN,,,2024-03-10,2999-12-31,2025/03/25,2024/02/15,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1707977833165.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
326171,VAAAG112092004,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,T,F,南港里南港路一段１１７巷,,OPEN,,,2023-10-14,2999-12-31,2025/03/25,2023/09/20,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1695193853190.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
399157,AAACG1140325002,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,車子路15號(安坑耕莘醫院門口),,OPEN,,,2025-03-25,2999-12-31,2025/03/25,2025/03/25,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1742893171836.png,,2025/03/25,新北市新店區安泰路235號,02-22159462
371794,S130827-05,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黃色,ADULT,F,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2024-10-25,2999-12-31,2025/03/25,2024/08/27,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1724889928316.png,,2025/03/25,臺南市善化區昌隆里東勢寮1~19號,06-5832399
239456,111011402,2,49,臺北市動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,金貿一路上環東大道往西的方向 外側車道上,,OPEN,藍項圈,,2022-01-24,2999-12-31,2025/03/25,2022/01/14,臺北市動物之家,https://www.pet.gov.tw/upload/pic/08e315d3-10f3-4ecf-b318-3a604558d163.jpg,,2025/03/25,臺北市內湖區安美街191號,02-87913254
392774,RAAAG1140208002,8,62,新竹市動物保護教育園區,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,T,F,延平路二段347巷,,OPEN,內貓舍k012,,2025-02-15,2999-12-31,2025/03/25,2025/02/08,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1739005694937.png,,2025/03/25,新竹市南寮里海濱路250號,03-5368329
399145,VAAAG114032504,2,49,臺北市動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,,,OPEN,,,2025-03-25,2999-12-31,2025/03/25,2025/03/25,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1742888167012.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
357904,CAAAG1130514010,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,SMALL,花色,CHILD,F,F,高原里高原路,,OPEN,,,2025-03-25,2999-12-31,2025/03/25,2024/05/14,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1715673840046.png,,2025/03/25,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
370695,CAAAG1130820001,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,MEDIUM,黑色,ADULT,F,F,中豐路１６２巷,,OPEN,,,2025-03-25,2999-12-31,2025/03/25,2024/08/20,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1724132335757.png,,2025/03/25,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
395091,AAACG1140224002,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,平廣路一段202巷,,OPEN,,,2025-02-24,2999-12-31,2025/02/24,2025/02/24,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1740387802325.png,,2025/02/24,新北市新店區安泰路235號,02-22159462
282887,111111305,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,虎斑色,ADULT,T,F,新光里 忠孝東路七段,,OPEN,,,2022-12-29,2999-12-31,2025/03/25,2022/11/13,臺北市動物之家,https://www.pet.gov.tw/upload/pic/053d1b2c-bf93-4a62-9b23-aa1c3985ce5c.jpg,,2025/03/25,臺北市內湖區安美街191號,02-87913254
385161,VAAAG113120401,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,T,F,東山路,,OPEN,似孕,,2024-12-09,2999-12-31,2025/03/25,2024/12/04,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1733292351188.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
358501,VAAAG113051804,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,T,F,玉成里南港路三段149巷49弄,,OPEN,,,2024-05-26,2999-12-31,2025/03/25,2024/05/18,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1716002692164.png,,2025/03/25,臺北市內湖區安美街191號,02-87913254
399061,LAAAG1131227W8-1,17,75,高雄市壽山動物保護教育園區,狗,瑪爾濟斯犬           ,F,SMALL,白色,ADULT,T,F,中都街,,OPEN,113.12.27進場,,2025-03-25,2999-12-31,2025/03/25,2025/03/01,高雄市壽山動物保護教育園區,https://www.pet.gov.tw/upload/pic/1742862797114.png,,2025/03/25,高雄市鼓山區萬壽路350號,07-5519059
397388,FAABG11403066006,10,68,臺中市動物之家后里園區,貓,混種貓                 ,M,SMALL,黑白色,ADULT,T,F,美林73號,,OPEN,,,2025-03-25,2999-12-31,2025/03/25,2025/03/06,臺中市動物之家后里園區,https://www.pet.gov.tw/upload/pic/1742862369865.png,,2025/03/25,臺中市后里區堤防路370號,04-25588024
316767,OAAAG1120714001,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,七星潭,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2024-04-29,2999-12-31,2025/03/24,2023/07/14,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1689306386316.png,,2025/03/24,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
398962,1140320C05,22,82,金門縣動物收容中心,貓,混種貓                 ,F,SMALL,,CHILD,T,F,庵前,,OPEN,,,2025-04-15,2999-12-31,2025/03/24,2025/03/20,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1742796778037.png,,2025/03/24,金門縣金湖鎮裕民農莊20號,082-336625
398963,1140320C06,22,82,金門縣動物收容中心,貓,混種貓                 ,F,SMALL,黑色,CHILD,F,F,前港路三段,,OPEN,,,2025-04-15,2999-12-31,2025/03/24,2025/03/20,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1742796895921.png,,2025/03/24,金門縣金湖鎮裕民農莊20號,082-336625
340966,AAACG1121229005,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,橫科路119號,,OPEN,約兩三歲的波波前年被民眾拾獲送交而進所.當時他身上還戴著一個紅色項圈.（波波曾經有個家和主人嗎?或者因為疏縱放養就這麼弄丟了他😟)波波個性活潑充滿活力但脾氣很溫順  也是一位萌臉表情多多的大男孩 第一次見面就不留太多他的好給你探聽 跳過一回生二回熟的步驟 一次全都端出來讓你見識 但不是失控的那種喔,,2023-12-29,2999-12-31,2025/03/24,2023/12/29,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1734490899086.png,,2025/03/24,新北市新店區安泰路235號,02-22159462
398201,AAACG1140318003,3,51,新北市新店區公立動物之家,貓,混種貓                 ,M,MEDIUM,虎斑色,CHILD,T,F,,,OPEN,,,2025-03-18,2999-12-31,2025/03/24,2025/03/18,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1742277865318.png,,2025/03/24,新北市新店區安泰路235號,02-22159462
392848,AAACG1140210001,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,MEDIUM,灰白色,ADULT,T,F,,,OPEN,恰比大約兩年前入所，恰比在所內非常正常、親人活潑，兩年間陸陸續續被領養三次後退養，退養原因都是咬人。  我們有對恰比咬人的原因進行觀察，發現恰比在都市環境之中，對於都市環境的刺激比較敏感，例如：突然的聲響、動靜之類的。  咬人是因為不斷受到刺激後的壓力累積，因為這個壓力累積是來自都市環境，收容所位處,,2025-02-10,2999-12-31,2025/03/24,2025/02/10,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1739158643591.png,,2025/03/24,新北市新店區安泰路235號,02-22159462
35267,AAACG1070124003,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,坪頂里,,OPEN,呼名:布里歐..我在107年進到收容所..還沒機會被認養出去..我跟其他狗狗相處融洽.也親人..我無法套繩出籠.只能在籠內活動.也許我習慣了 籠內生活吧 .我可以摸.會坐下..安安靜靜的 ,,2018-01-24,2999-12-31,2025/03/24,2017/09/04,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/cebc4bca-240b-499c-9255-941ced4ecff7.jpg,,2025/03/24,新北市新店區安泰路235號,02-22159462
398932,S140324-01,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黑色,ADULT,N,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-31,2999-12-31,,2025/03/24,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1742795899100.png,,,臺南市善化區昌隆里東勢寮1~19號,06-5832399
48278,AAACG1070510027,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,竿蓁一街,,OPEN, 我是105年入所一隻黃色的 公犬...入所後的 我.再也沒有踏出去籠外一步..在籠內才感到安全.,,2018-05-10,2999-12-31,2025/03/24,2018/05/10,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/ef710500-3bba-4d43-962e-6ff8e625af07.jpg,,2025/03/24,新北市新店區安泰路235號,02-22159462
48267,AAACG1070510019,3,51,新北市新店區公立動物之家,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,新市二路和沙崙路口,,OPEN,對於動物之家裡的狗狗來說 微笑是日復一日生活裏的吉光片羽 不論是微笑的日子亦或日子裡的微笑 怎麼算都是屈指可數的統計結果 生存已實屬不易  微笑是奢侈品啊。  還願意信任人類的狗狗 在短暫出籠的放風時光中 仍保有綻放笑容、享受笑容的能力 不管是摸頭摸肚、一段小跑步 或意外獲得梳毛、洗澡的加碼好康 都,,2017-12-20,2999-12-31,2025/03/24,2018/05/10,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/13ce8acd-0b56-4e71-95aa-f00bbbe9f7bf.jpg,,2025/03/24,新北市新店區安泰路235號,02-22159462
48272,AAACG1070510024,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,灣潭路,,OPEN, 哈囉，我叫咪咪是一個男生，個性比較緊張，但是是親人溫和的容易閃朵，但是有事有在的時候是比較穩定的也不會害怕,,2017-11-14,2999-12-31,2025/03/24,2018/05/10,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/abc4dc5e-87e7-44e4-8bab-0ef79bce5b1a.jpg,,2025/03/24,新北市新店區安泰路235號,02-22159462
396883,VAAAG114030907,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,黑色,ADULT,T,F,溪山里至善路三段,,OPEN,鼻傷,,2025-03-19,2999-12-31,2025/03/24,2025/03/09,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1741503531717.png,,2025/03/24,臺北市內湖區安美街191號,02-87913254
390581,VAAAG114011602,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黑白色,ADULT,T,F,保德里寶興街,,OPEN,臉傷,,2025-03-19,2999-12-31,2025/03/24,2025/01/16,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1737011652256.png,,2025/03/24,臺北市內湖區安美街191號,02-87913254
391430,FAABG11401186019,10,68,臺中市動物之家后里園區,狗,柴犬                  ,M,BIG,黃白色,ADULT,T,F,太原四街8號,,OPEN,,,2025-02-22,2999-12-31,2025/02/22,2025/01/18,臺中市動物之家后里園區,https://www.pet.gov.tw/upload/pic/1740194399214.png,,2025/02/22,臺中市后里區堤防路370號,04-25588024
387156,GAAAG1131218013,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,文武廟前垃圾場,,OPEN,113年12月26日早上10點開放現場認養，不接受線上預約,,2024-12-26,2999-12-31,2025/02/05,2024/12/18,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1742778507610.png,,2025/02/05,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
370226,GAAAG1130815002,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,BIG,黑白色,ADULT,T,F,石牌路2段118號,,OPEN,113年8月22日早上10點開放現場認養，不接受線上預約,,2024-08-22,2999-12-31,2025/03/08,2024/08/15,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1742778459210.png,,2025/03/08,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
397946,114-H003D,13,89,雲林縣流浪動物收容所,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,西螺鎮福來路,,OPEN,,,2025-03-11,2999-12-31,2025/03/24,2025/03/11,雲林縣流浪動物收容所,https://www.pet.gov.tw/upload/pic/1742178079210.png,,2025/03/24,雲林縣斗六市雲林路二段517號,05-5523300
359459,CAAAG1130525008,6,61,桃園市動物保護教育園區,貓,混種貓                 ,M,MEDIUM,黑虎斑色,ADULT,F,F,文化路石橋段455巷,,OPEN,,,2025-03-23,2999-12-31,2025/03/23,2024/05/25,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1716623206817.png,,2025/03/23,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
397748,CAAAG1140314001,6,61,桃園市動物保護教育園區,貓,混種貓                 ,M,MEDIUM,虎斑白色,ADULT,F,F,中山西路三段,,OPEN,,,,2999-12-31,2025/03/23,2025/03/14,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741928364732.png,,2025/03/23,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
383167,VAAAG113112004,2,49,臺北市動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,N,F,重慶北交流道,,OPEN,左下齒斷，左剪耳，113.11.28開,,2024-11-28,2999-12-31,2025/03/22,2024/11/20,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1732087870235.png,,2025/03/22,臺北市內湖區安美街191號,02-87913254
339865,OAAAG1121221001,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,白色,ADULT,T,F,中央路一段657號,,OPEN,認養請先來電預約互動，動物以現場為主，不做保留。,,2024-01-04,2999-12-31,2025/03/22,2023/12/21,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1715236531584.png,,2025/03/22,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
385717,OAAAG1131209003,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,棕白色,ADULT,T,F,芭崎休息站,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2024-12-19,2999-12-31,2025/03/22,2024/12/09,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1733728763258.png,,2025/03/22,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
387925,OAAAG1131225001,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黃色,CHILD,T,F,空軍基地,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2025-01-16,2999-12-31,2025/03/22,2024/12/25,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1735110970551.png,,2025/03/22,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
396691,W140306-09,16,73,臺南市動物之家灣裡站,狗,混種犬          ,M,SMALL,黃色,CHILD,T,F,埔園里埔園47號旁空地果園,,OPEN,,,2025-03-13,2999-12-31,2025/03/13,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741313826850.png,,2025/03/13,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
398732,S140321-05,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,白色,ADULT,N,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-28,2999-12-31,,2025/03/21,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1742547116010.png,,,臺南市善化區昌隆里東勢寮1~19號,06-5832399
91115,AAAHG1080328019,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,後湖52之3號,,OPEN,［狗狗名字：Muji］ Muji和哥哥小時候就被送來收容所，可能生性緊張錯過了送養的最佳時機，所以一待就是5年。,,2019-03-28,2999-12-31,2025/03/21,2019/03/28,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1718785184901.png,,2025/03/21,新北市五股區外寮路9-9號,02-82925265
96122,AAAHG1080430002,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黃色,ADULT,F,F,長道路,,OPEN,,,2019-04-30,2999-12-31,2025/03/21,2019/04/30,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1bb52486-8433-4718-9bdb-bcc21e19e092.jpg,,2025/03/21,新北市五股區外寮路9-9號,02-82925265
398724,1140458,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,棕黑色,ADULT,F,F,東港路,,OPEN,,,2025-03-21,2999-12-31,2025/03/21,2025/03/21,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1742546046719.png,,2025/03/21,宜蘭縣五結鄉成興村利寶路60號,039602350分機620
344416,OAAAG1130126001,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,咖啡色,ADULT,T,F,,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2025-03-20,2999-12-31,2025/03/21,2024/01/26,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1706239632235.png,,2025/03/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
386853,OAAAG1131217003,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,虎斑色,ADULT,N,F,光復國小,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2025-01-08,2999-12-31,2025/03/21,2024/12/17,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1734406277237.png,,2025/03/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
398700,1140455,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,梅園,,OPEN,,,2025-03-21,2999-12-31,2025/03/21,2025/03/21,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1742538089787.png,,2025/03/21,宜蘭縣五結鄉成興村利寶路60號,039602350分機620
275320,OAAAG1110923004,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,花色,ADULT,F,F,豐坪路三段2-5號,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2022-10-21,2999-12-31,2025/03/21,2022/09/23,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1715234638668.png,,2025/03/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
